FIPS,Primary County Coordinates,County,City,Year,Estimate
1920035,"(42.7745873, -92.3180548)",Bremer,Denver,July 01 2013,1791
1929010,"(42.7745873, -92.3180548)",Bremer,Frederika,July 01 2013,197
1939405,"(42.7745873, -92.3180548)",Bremer,Janesville (pt.),July 01 2013,814
1963210,"(42.7745873, -92.3180548)",Bremer,Plainfield,July 01 2013,432
1965910,"(42.7745873, -92.3180548)",Bremer,Readlyn,July 01 2013,822
1976260,"(42.7745873, -92.3180548)",Bremer,Sumner (pt.),July 01 2013,1998
1978915,"(42.7745873, -92.3180548)",Bremer,Tripoli,July 01 2013,1323
1982875,"(42.7745873, -92.3180548)",Bremer,Waverly,July 01 2013,10028
1999990,"(42.7745873, -92.3180548)",Bremer,Balance of Bremer County,July 01 2013,7168
1903835,"(42.4707777, -91.8378392)",Buchanan,Aurora,July 01 2013,170
1908155,"(42.4707777, -91.8378392)",Buchanan,Brandon,July 01 2013,308
1926355,"(42.4707777, -91.8378392)",Buchanan,Fairbank (pt.),July 01 2013,817
1935580,"(42.4707777, -91.8378392)",Buchanan,Hazleton,July 01 2013,821
1938100,"(42.4707777, -91.8378392)",Buchanan,Independence,July 01 2013,5975
1939585,"(42.4707777, -91.8378392)",Buchanan,Jesup (pt.),July 01 2013,2512
1965235,"(42.4707777, -91.8378392)",Buchanan,Quasqueton,July 01 2013,552
1969060,"(42.4707777, -91.8378392)",Buchanan,Rowley,July 01 2013,263
1974955,"(42.4707777, -91.8378392)",Buchanan,Stanley (pt.),July 01 2013,119
1986565,"(42.4707777, -91.8378392)",Buchanan,Winthrop,July 01 2013,848
1999990,"(42.4707777, -91.8378392)",Buchanan,Balance of Buchanan County,July 01 2013,8184
1900865,"(42.7354936, -95.151149)",Buena Vista,Albert City,July 01 2013,711
1901495,"(42.7354936, -95.151149)",Buena Vista,Alta,July 01 2013,1976
1942645,"(42.7354936, -95.151149)",Buena Vista,Lakeside,July 01 2013,721
1945480,"(42.7354936, -95.151149)",Buena Vista,Linn Grove,July 01 2013,155
1949260,"(42.7354936, -95.151149)",Buena Vista,Marathon,July 01 2013,242
1955965,"(42.7354936, -95.151149)",Buena Vista,Newell,July 01 2013,883
1966360,"(42.7354936, -95.151149)",Buena Vista,Rembrandt,July 01 2013,208
1973425,"(42.7354936, -95.151149)",Buena Vista,Sioux Rapids,July 01 2013,790
1975630,"(42.7354936, -95.151149)",Buena Vista,Storm Lake,July 01 2013,10807
1979095,"(42.7354936, -95.151149)",Buena Vista,Truesdale,July 01 2013,83
1999990,"(42.7354936, -95.151149)",Buena Vista,Balance of Buena Vista County,July 01 2013,4036
1901315,"(42.7315661, -92.7901934)",Butler,Allison,July 01 2013,1030
1902395,"(42.7315661, -92.7901934)",Butler,Aplington,July 01 2013,1118
1902620,"(42.7315661, -92.7901934)",Butler,Aredale,July 01 2013,74
1908560,"(42.7315661, -92.7901934)",Butler,Bristow,July 01 2013,158
1913755,"(42.7315661, -92.7901934)",Butler,Clarksville,July 01 2013,1425
1922620,"(42.7315661, -92.7901934)",Butler,Dumont,July 01 2013,635
1932745,"(42.7315661, -92.7901934)",Butler,Greene (pt.),July 01 2013,1125
1956145,"(42.7315661, -92.7901934)",Butler,New Hartford,July 01 2013,512
1961590,"(42.7315661, -92.7901934)",Butler,Parkersburg,July 01 2013,1940
1972435,"(42.7315661, -92.7901934)",Butler,Shell Rock,July 01 2013,1326
1999990,"(42.7315661, -92.7901934)",Butler,Balance of Butler County,July 01 2013,5635
1926940,"(42.3851848, -94.6404136)",Calhoun,Farnhamville (pt.),July 01 2013,359
1939900,"(42.3851848, -94.6404136)",Calhoun,Jolley,July 01 2013,27
1941790,"(42.3851848, -94.6404136)",Calhoun,Knierim,July 01 2013,61
1942465,"(42.3851848, -94.6404136)",Calhoun,Lake City,July 01 2013,1684
1946245,"(42.3851848, -94.6404136)",Calhoun,Lohrville,July 01 2013,358
1947730,"(42.3851848, -94.6404136)",Calhoun,Lytton (pt.),July 01 2013,40
1948990,"(42.3851848, -94.6404136)",Calhoun,Manson,July 01 2013,1636
1964065,"(42.3851848, -94.6404136)",Calhoun,Pomeroy,July 01 2013,638
1967125,"(42.3851848, -94.6404136)",Calhoun,Rinard,July 01 2013,52
1968295,"(42.3851848, -94.6404136)",Calhoun,Rockwell City,July 01 2013,2156
1973920,"(42.3851848, -94.6404136)",Calhoun,Somers,July 01 2013,108
1987375,"(42.3851848, -94.6404136)",Calhoun,Yetter,July 01 2013,33
1999990,"(42.3851848, -94.6404136)",Calhoun,Balance of Calhoun County,July 01 2013,2746
1902485,"(42.0362382, -94.8605593)",Carroll,Arcadia,July 01 2013,475
1908290,"(42.0362382, -94.8605593)",Carroll,Breda,July 01 2013,478
1911080,"(42.0362382, -94.8605593)",Carroll,Carroll,July 01 2013,9979
1916050,"(42.0362382, -94.8605593)",Carroll,Coon Rapids (pt.),July 01 2013,1273
1919450,"(42.0362382, -94.8605593)",Carroll,Dedham,July 01 2013,264
1931395,"(42.0362382, -94.8605593)",Carroll,Glidden,July 01 2013,1131
1933645,"(42.0362382, -94.8605593)",Carroll,Halbur,July 01 2013,241
1943140,"(42.0362382, -94.8605593)",Carroll,Lanesboro,July 01 2013,116
1945030,"(42.0362382, -94.8605593)",Carroll,Lidderdale,July 01 2013,179
1948945,"(42.0362382, -94.8605593)",Carroll,Manning,July 01 2013,1489
1965505,"(42.0362382, -94.8605593)",Carroll,Ralston (pt.),July 01 2013,74
1977340,"(42.0362382, -94.8605593)",Carroll,Templeton,July 01 2013,342
1985710,"(42.0362382, -94.8605593)",Carroll,Willey,July 01 2013,101
1999990,"(42.0362382, -94.8605593)",Carroll,Balance of Carroll County,July 01 2013,4396
1902260,"(41.3314876, -94.9278266)",Cass,Anita,July 01 2013,957
1903520,"(41.3314876, -94.9278266)",Cass,Atlantic,July 01 2013,6917
1917760,"(41.3314876, -94.9278266)",Cass,Cumberland,July 01 2013,255
1933150,"(41.3314876, -94.9278266)",Cass,Griswold,July 01 2013,1004
1944805,"(41.3314876, -94.9278266)",Cass,Lewis,July 01 2013,421
1949575,"(41.3314876, -94.9278266)",Cass,Marne,July 01 2013,117
1950250,"(41.3314876, -94.9278266)",Cass,Massena,July 01 2013,346
1986610,"(41.3314876, -94.9278266)",Cass,Wiota,July 01 2013,113
1999990,"(41.3314876, -94.9278266)",Cass,Balance of Cass County,July 01 2013,3439
1905770,"(41.7723207, -91.1324125)",Cedar,Bennett,July 01 2013,393
1913530,"(41.7723207, -91.1324125)",Cedar,Clarence,July 01 2013,955
1922980,"(41.7723207, -91.1324125)",Cedar,Durant (pt.),July 01 2013,1711
1946920,"(41.7723207, -91.1324125)",Cedar,Lowden,July 01 2013,772
1950700,"(41.7723207, -91.1324125)",Cedar,Mechanicsville,July 01 2013,1117
1975045,"(41.7723207, -91.1324125)",Cedar,Stanwood,July 01 2013,666
1978285,"(41.7723207, -91.1324125)",Cedar,Tipton,July 01 2013,3174
1983595,"(41.7723207, -91.1324125)",Cedar,West Branch (pt.),July 01 2013,2227
1986070,"(41.7723207, -91.1324125)",Cedar,Wilton (pt.),July 01 2013,7
1999990,"(41.7723207, -91.1324125)",Cedar,Balance of Cedar County,July 01 2013,7248
1914025,"(43.0815577, -93.2608184)",Cerro Gordo,Clear Lake,July 01 2013,7684
1922080,"(43.0815577, -93.2608184)",Cerro Gordo,Dougherty,July 01 2013,57
1950160,"(43.0815577, -93.2608184)",Cerro Gordo,Mason City,July 01 2013,27669
1951420,"(43.0815577, -93.2608184)",Cerro Gordo,Meservey,July 01 2013,250
1956910,"(43.0815577, -93.2608184)",Cerro Gordo,Nora Springs (pt.),July 01 2013,0
1963885,"(43.0815577, -93.2608184)",Cerro Gordo,Plymouth,July 01 2013,375
1968025,"(43.0815577, -93.2608184)",Cerro Gordo,Rock Falls,July 01 2013,154
1968250,"(43.0815577, -93.2608184)",Cerro Gordo,Rockwell,July 01 2013,1027
1976620,"(43.0815577, -93.2608184)",Cerro Gordo,Swaledale,July 01 2013,162
1977880,"(43.0815577, -93.2608184)",Cerro Gordo,Thornton,July 01 2013,414
1980580,"(43.0815577, -93.2608184)",Cerro Gordo,Ventura,July 01 2013,715
1999990,"(43.0815577, -93.2608184)",Cerro Gordo,Balance of Cerro Gordo County,July 01 2013,5005
1903745,"(42.7356226, -95.6238055)",Cherokee,Aurelia,July 01 2013,1022
1913080,"(42.7356226, -95.6238055)",Cherokee,Cherokee,July 01 2013,5153
1914115,"(42.7356226, -95.6238055)",Cherokee,Cleghorn,July 01 2013,231
1943500,"(42.7356226, -95.6238055)",Cherokee,Larrabee,July 01 2013,138
1949350,"(42.7356226, -95.6238055)",Cherokee,Marcus,July 01 2013,1097
1951150,"(42.7356226, -95.6238055)",Cherokee,Meriden,July 01 2013,156
1965280,"(42.7356226, -95.6238055)",Cherokee,Quimby,July 01 2013,310
1982380,"(42.7356226, -95.6238055)",Cherokee,Washta,July 01 2013,242
1999990,"(42.7356226, -95.6238055)",Cherokee,Balance of Cherokee County,July 01 2013,3529
1901540,"(43.0600414, -92.3176637)",Chickasaw,Alta Vista,July 01 2013,262
1904780,"(43.0600414, -92.3176637)",Chickasaw,Bassett,July 01 2013,65
1928965,"(43.0600414, -92.3176637)",Chickasaw,Fredericksburg,July 01 2013,928
1938460,"(43.0600414, -92.3176637)",Chickasaw,Ionia,July 01 2013,288
1943815,"(43.0600414, -92.3176637)",Chickasaw,Lawler,July 01 2013,433
1955335,"(43.0600414, -92.3176637)",Chickasaw,Nashua (pt.),July 01 2013,1641
1956100,"(43.0600414, -92.3176637)",Chickasaw,New Hampton,July 01 2013,3489
1957495,"(43.0600414, -92.3176637)",Chickasaw,North Washington,July 01 2013,116
1965010,"(43.0600414, -92.3176637)",Chickasaw,Protivin (pt.),July 01 2013,21
1999990,"(43.0600414, -92.3176637)",Chickasaw,Balance of Chickasaw County,July 01 2013,5025
1955065,"(41.0290323, -93.7851579)",Clarke,Murray,July 01 2013,739
1959835,"(41.0290323, -93.7851579)",Clarke,Osceola,July 01 2013,4966
1986880,"(41.0290323, -93.7851579)",Clarke,Woodburn,July 01 2013,199
1999990,"(41.0290323, -93.7851579)",Clarke,Balance of Clarke County,July 01 2013,3341
1921360,"(43.0825804, -95.1509194)",Clay,Dickens,July 01 2013,182
1926175,"(43.0825804, -95.1509194)",Clay,Everly,July 01 2013,587
1928650,"(43.0825804, -95.1509194)",Clay,Fostoria,July 01 2013,237
1930810,"(43.0825804, -95.1509194)",Clay,Gillett Grove,July 01 2013,48
1932970,"(43.0825804, -95.1509194)",Clay,Greenville,July 01 2013,74
1962625,"(43.0825804, -95.1509194)",Clay,Peterson,July 01 2013,324
1968925,"(43.0825804, -95.1509194)",Clay,Rossie,July 01 2013,71
1969105,"(43.0825804, -95.1509194)",Clay,Royal,July 01 2013,433
1974280,"(43.0825804, -95.1509194)",Clay,Spencer,July 01 2013,11126
1983010,"(43.0825804, -95.1509194)",Clay,Webb,July 01 2013,138
1999990,"(43.0825804, -95.1509194)",Clay,Balance of Clay County,July 01 2013,3222
1913845,"(42.8447493, -91.3414328)",Clayton,Clayton,July 01 2013,42
1924060,"(42.8447493, -91.3414328)",Clayton,Edgewood (pt.),July 01 2013,284
1924690,"(42.8447493, -91.3414328)",Clayton,Elkader,July 01 2013,1233
1924825,"(42.8447493, -91.3414328)",Clayton,Elkport,July 01 2013,36
1926850,"(42.8447493, -91.3414328)",Clayton,Farmersburg,July 01 2013,282
1929685,"(42.8447493, -91.3414328)",Clayton,Garber,July 01 2013,86
1929910,"(42.8447493, -91.3414328)",Clayton,Garnavillo,July 01 2013,734
1933465,"(42.8447493, -91.3414328)",Clayton,Guttenberg,July 01 2013,1873
1947055,"(42.8447493, -91.3414328)",Clayton,Luana,July 01 2013,267
1948000,"(42.8447493, -91.3414328)",Clayton,McGregor,July 01 2013,840
1949620,"(42.8447493, -91.3414328)",Clayton,Marquette,July 01 2013,456
1953310,"(42.8447493, -91.3414328)",Clayton,Monona,July 01 2013,1517
1957135,"(42.8447493, -91.3414328)",Clayton,North Buena Vista,July 01 2013,120
1960015,"(42.8447493, -91.3414328)",Clayton,Osterdock,July 01 2013,58
1964290,"(42.8447493, -91.3414328)",Clayton,Postville (pt.),July 01 2013,271
1970140,"(42.8447493, -91.3414328)",Clayton,St. Olaf,July 01 2013,107
1975855,"(42.8447493, -91.3414328)",Clayton,Strawberry Point,July 01 2013,1254
1981345,"(42.8447493, -91.3414328)",Clayton,Volga,July 01 2013,205
1999990,"(42.8447493, -91.3414328)",Clayton,Balance of Clayton County,July 01 2013,8127
1902080,"(42.8447493, -90.5319724)",Clinton,Andover,July 01 2013,101
1909820,"(41.8980358, -90.5319724)",Clinton,Calamus,July 01 2013,427
1910135,"(41.8980358, -90.5319724)",Clinton,Camanche,July 01 2013,4400
1912855,"(41.8980358, -90.5319724)",Clinton,Charlotte,July 01 2013,383
1914430,"(41.8980358, -90.5319724)",Clinton,Clinton,July 01 2013,26348
1919720,"(41.8980358, -90.5319724)",Clinton,Delmar,July 01 2013,513
1921180,"(41.8980358, -90.5319724)",Clinton,De Witt,July 01 2013,5264
1931665,"(41.8980358, -90.5319724)",Clinton,Goose Lake,July 01 2013,235
1932025,"(41.8980358, -90.5319724)",Clinton,Grand Mound,July 01 2013,630
1946605,"(41.8980358, -90.5319724)",Clinton,Lost Nation,July 01 2013,432
1947010,"(41.8980358, -90.5319724)",Clinton,Low Moor,July 01 2013,279
1949215,"(41.8980358, -90.5319724)",Clinton,Maquoketa (pt.),July 01 2013,2
1978600,"(41.8980358, -90.5319724)",Clinton,Toronto,July 01 2013,121
1983370,"(41.8980358, -90.5319724)",Clinton,Welton,July 01 2013,161
1984945,"(41.8980358, -90.5319724)",Clinton,Wheatland,July 01 2013,754
1999990,"(41.8980358, -90.5319724)",Clinton,Balance of Clinton County,July 01 2013,8214
1902755,"(41.8980358, -95.3819678)",Crawford,Arion,July 01 2013,112
1903340,"(42.0372125, -95.3819678)",Crawford,Aspinwall,July 01 2013,40
1909145,"(42.0372125, -95.3819678)",Crawford,Buck Grove,July 01 2013,44
1912900,"(42.0372125, -95.3819678)",Crawford,Charter Oak,July 01 2013,507
1919765,"(42.0372125, -95.3819678)",Crawford,Deloit,July 01 2013,267
1919945,"(42.0372125, -95.3819678)",Crawford,Denison,July 01 2013,8412
1922215,"(42.0372125, -95.3819678)",Crawford,Dow City,July 01 2013,517
1922890,"(42.0372125, -95.3819678)",Crawford,Dunlap (pt.),July 01 2013,0
1941610,"(42.0372125, -95.3819678)",Crawford,Kiron,July 01 2013,281
1948855,"(42.0372125, -95.3819678)",Crawford,Manilla,July 01 2013,785
1966855,"(42.0372125, -95.3819678)",Crawford,Ricketts,July 01 2013,147
1971130,"(42.0372125, -95.3819678)",Crawford,Schleswig,July 01 2013,896
1980130,"(42.0372125, -95.3819678)",Crawford,Vail,July 01 2013,441
1984630,"(42.0372125, -95.3819678)",Crawford,Westside,July 01 2013,303
1999990,"(42.0372125, -95.3819678)",Crawford,Balance of Crawford County,July 01 2013,4613
1900505,"(42.0372125, -94.0397374)",Dallas,Adel,July 01 2013,3971
1907660,"(41.6848862, -94.0397374)",Dallas,Bouton,July 01 2013,133
1914520,"(41.6848862, -94.0397374)",Dallas,Clive (pt.),July 01 2013,5360
1918255,"(41.6848862, -94.0397374)",Dallas,Dallas Center,July 01 2013,1730
1919135,"(41.6848862, -94.0397374)",Dallas,Dawson,July 01 2013,137
1921045,"(41.6848862, -94.0397374)",Dallas,De Soto,July 01 2013,1089
1921225,"(41.6848862, -94.0397374)",Dallas,Dexter,July 01 2013,627
1932160,"(41.6848862, -94.0397374)",Dallas,Granger (pt.),July 01 2013,1136
1933060,"(41.6848862, -94.0397374)",Dallas,Grimes (pt.),July 01 2013,12
1945390,"(41.6848862, -94.0397374)",Dallas,Linden,July 01 2013,210
1952545,"(41.6848862, -94.0397374)",Dallas,Minburn,July 01 2013,377
1962355,"(41.6848862, -94.0397374)",Dallas,Perry,July 01 2013,8015
1966045,"(41.6848862, -94.0397374)",Dallas,Redfield,July 01 2013,863
1979950,"(41.6848862, -94.0397374)",Dallas,Urbandale (pt.),July 01 2013,7345
1980445,"(41.6848862, -94.0397374)",Dallas,Van Meter,July 01 2013,1103
1982695,"(41.6848862, -94.0397374)",Dallas,Waukee,July 01 2013,16290
1983910,"(41.6848862, -94.0397374)",Dallas,West Des Moines (pt.),July 01 2013,14569
1986970,"(41.6848862, -94.0397374)",Dallas,Woodward (pt.),July 01 2013,1058
1999990,"(41.6848862, -94.0397374)",Dallas,Balance of Dallas County,July 01 2013,10817
1907030,"(41.6848862, -92.4097173)",Davis,Bloomfield,July 01 2013,2625
1922350,"(40.7476891, -92.4097173)",Davis,Drakesville,July 01 2013,185
1927975,"(40.7476891, -92.4097173)",Davis,Floris,July 01 2013,139
1965055,"(40.7476891, -92.4097173)",Davis,Pulaski,July 01 2013,265
1999990,"(40.7476891, -92.4097173)",Davis,Balance of Davis County,July 01 2013,5554
1919090,"(40.7476891, -93.7862815)",Decatur,Davis City,July 01 2013,193
1919360,"(40.7376827, -93.7862815)",Decatur,Decatur City,July 01 2013,187
1929775,"(40.7376827, -93.7862815)",Decatur,Garden Grove,July 01 2013,200
1932070,"(40.7376827, -93.7862815)",Decatur,Grand River,July 01 2013,223
1942960,"(40.7376827, -93.7862815)",Decatur,Lamoni,July 01 2013,2391
1944535,"(40.7376827, -93.7862815)",Decatur,Leon,July 01 2013,1887
1944580,"(40.7376827, -93.7862815)",Decatur,Le Roy,July 01 2013,14
1963570,"(40.7376827, -93.7862815)",Decatur,Pleasanton,July 01 2013,45
1980490,"(40.7376827, -93.7862815)",Decatur,Van Wert,July 01 2013,211
1983190,"(40.7376827, -93.7862815)",Decatur,Weldon,July 01 2013,118
1999990,"(40.7376827, -93.7862815)",Decatur,Balance of Decatur County,July 01 2013,2740
1915015,"(40.7376827, -91.3673502)",Delaware,Colesburg,July 01 2013,394
1919630,"(42.471211, -91.3673502)",Delaware,Delaware,July 01 2013,156
1919675,"(42.471211, -91.3673502)",Delaware,Delhi,July 01 2013,469
1922800,"(42.471211, -91.3673502)",Delaware,Dundee,July 01 2013,170
1923115,"(42.471211, -91.3673502)",Delaware,Dyersville (pt.),July 01 2013,213
1923430,"(42.471211, -91.3673502)",Delaware,Earlville,July 01 2013,795
1924060,"(42.471211, -91.3673502)",Delaware,Edgewood (pt.),July 01 2013,581
1932610,"(42.471211, -91.3673502)",Delaware,Greeley,July 01 2013,251
1937155,"(42.471211, -91.3673502)",Delaware,Hopkinton,July 01 2013,613
1948810,"(42.471211, -91.3673502)",Delaware,Manchester,July 01 2013,5079
1950205,"(42.471211, -91.3673502)",Delaware,Masonville,July 01 2013,124
1969465,"(42.471211, -91.3673502)",Delaware,Ryan,July 01 2013,354
1999990,"(42.471211, -91.3673502)",Delaware,Balance of Delaware County,July 01 2013,8262
1909550,"(42.471211, -91.1814707)",Des Moines,Burlington,July 01 2013,25601
1918435,"(40.9231829, -91.1814707)",Des Moines,Danville,July 01 2013,935
1950790,"(40.9231829, -91.1814707)",Des Moines,Mediapolis,July 01 2013,1574
1951735,"(40.9231829, -91.1814707)",Des Moines,Middletown,July 01 2013,337
1983685,"(40.9231829, -91.1814707)",Des Moines,West Burlington,July 01 2013,3052
1999990,"(40.9231829, -91.1814707)",Des Moines,Balance of Des Moines County,July 01 2013,8882
1903025,"(40.9231829, -95.1508301)",Dickinson,Arnolds Park,July 01 2013,1184
1942600,"(43.3779848, -95.1508301)",Dickinson,Lake Park,July 01 2013,1123
1952095,"(43.3779848, -95.1508301)",Dickinson,Milford,July 01 2013,2961
1958710,"(43.3779848, -95.1508301)",Dickinson,Okoboji,July 01 2013,822
1959655,"(43.3779848, -95.1508301)",Dickinson,Orleans,July 01 2013,609
1974415,"(43.3779848, -95.1508301)",Dickinson,Spirit Lake,July 01 2013,4915
1976440,"(43.3779848, -95.1508301)",Dickinson,Superior,July 01 2013,129
1977520,"(43.3779848, -95.1508301)",Dickinson,Terril,July 01 2013,361
1981615,"(43.3779848, -95.1508301)",Dickinson,Wahpeton,July 01 2013,351
1984450,"(43.3779848, -95.1508301)",Dickinson,West Okoboji,July 01 2013,291
1999990,"(43.3779848, -95.1508301)",Dickinson,Balance of Dickinson County,July 01 2013,4130
1903160,"(43.3779848, -90.8824564)",Dubuque,Asbury,July 01 2013,5063
1904375,"(42.468832, -90.8824564)",Dubuque,Balltown,July 01 2013,66
1904510,"(42.468832, -90.8824564)",Dubuque,Bankston,July 01 2013,25
1906085,"(42.468832, -90.8824564)",Dubuque,Bernard,July 01 2013,115
1911305,"(42.468832, -90.8824564)",Dubuque,Cascade (pt.),July 01 2013,1803
1912630,"(42.468832, -90.8824564)",Dubuque,Centralia,July 01 2013,135
1922395,"(42.468832, -90.8824564)",Dubuque,Dubuque,July 01 2013,58444
1922935,"(42.468832, -90.8824564)",Dubuque,Durango,July 01 2013,24
1923115,"(42.468832, -90.8824564)",Dubuque,Dyersville (pt.),July 01 2013,3901
1925725,"(42.468832, -90.8824564)",Dubuque,Epworth,July 01 2013,1923
1926760,"(42.468832, -90.8824564)",Dubuque,Farley,July 01 2013,1618
1931845,"(42.468832, -90.8824564)",Dubuque,Graf,July 01 2013,81
1936885,"(42.468832, -90.8824564)",Dubuque,Holy Cross,July 01 2013,375
1947460,"(42.468832, -90.8824564)",Dubuque,Luxemburg,July 01 2013,247
1956550,"(42.468832, -90.8824564)",Dubuque,New Vienna,July 01 2013,426
1962130,"(42.468832, -90.8824564)",Dubuque,Peosta,July 01 2013,1509
1966810,"(42.468832, -90.8824564)",Dubuque,Rickardsville,July 01 2013,178
1969690,"(42.468832, -90.8824564)",Dubuque,Sageville,July 01 2013,103
1972660,"(42.468832, -90.8824564)",Dubuque,Sherrill,July 01 2013,177
1987060,"(42.468832, -90.8824564)",Dubuque,Worthington,July 01 2013,403
1987690,"(42.468832, -90.8824564)",Dubuque,Zwingle (pt.),July 01 2013,66
1999990,"(42.468832, -90.8824564)",Dubuque,Balance of Dubuque County,July 01 2013,19206
1902935,"(42.468832, -94.6784803)",Emmet,Armstrong,July 01 2013,896
1921675,"(43.3780225, -94.6784803)",Emmet,Dolliver,July 01 2013,65
1925860,"(43.3780225, -94.6784803)",Emmet,Estherville,July 01 2013,6046
1933240,"(43.3780225, -94.6784803)",Emmet,Gruver,July 01 2013,91
1967170,"(43.3780225, -94.6784803)",Emmet,Ringsted,July 01 2013,402
1981975,"(43.3780225, -94.6784803)",Emmet,Wallingford,July 01 2013,185
1999990,"(43.3780225, -94.6784803)",Emmet,Balance of Emmet County,July 01 2013,2164
1902845,"(43.3780225, -91.8443207)",Fayette,Arlington,July 01 2013,416
